"well","time","value"
"G1",2.5,0.0768
"G1",3,0.0935
"G1",3.5,0.1099
"G1",4,0.1314
"G1",4.5,0.1589
"G1",5,0.1946
"G1",5.5,0.2347
"G1",6,0.2862
"G1",6.5,0.3501
"G1",7,0.4209
"G1",7.5,0.4997
"G1",8,0.5776
"G1",8.5,0.6522
"G1",9,0.7317
"G1",9.5,0.8011
"G1",10,0.8664
"G1",10.5,0.9162
"G1",11,0.9623
"G1",11.5,0.9965
"G1",12,1.0188
"G1",12.5,1.0478
"G1",13,1.0598
"G1",13.5,1.0766
"G1",14,1.0842
"G1",14.5,1.0918
"G1",15,1.0968
"G1",15.5,1.0968
"G1",16,1.1045
"G1",16.5,1.107
"G1",17,1.1041
"G1",17.5,1.1053
"G1",18,1.1118
"G1",18.5,1.1116
"G1",19,1.1144
"G1",19.5,1.111
"G1",20,1.1157
"G1",20.5,1.1088
"G1",21,1.1151
"G1",21.5,1.1105
"G1",22,1.1101
"G1",22.5,1.1102
"G1",23,1.1087
"G1",23.5,1.1103
"G1",24,1.1104
"G2",0,0.0591
"G2",0.5,0.0668
"G2",1,0.0681
"G2",1.5,0.0804
"G2",2,0.0814
"G2",2.5,0.0874
"G2",3,0.1095
"G2",3.5,0.1259
"G2",4,0.148
"G2",4.5,0.1759
"G2",5,0.2212
"G2",5.5,0.2685
"G2",6,0.3258
"G2",6.5,0.3981
"G2",7,0.4678
"G2",7.5,0.5563
"G2",8,0.6433
"G2",8.5,0.7341
"G2",9,0.8185
"G2",9.5,0.8944
"G2",10,0.9587
"G2",10.5,1.0216
"G2",11,1.0741
"G2",11.5,1.1027
"G2",12,1.1377
"G2",12.5,1.1649
"G2",13,1.1786
"G2",13.5,1.1928
"G2",14,1.2035
"G2",14.5,1.2123
"G2",15,1.2217
"G2",15.5,1.2311
"G2",16,1.2301
"G2",16.5,1.2286
"G2",17,1.2312
"G2",17.5,1.231
"G2",18,1.2331
"G2",18.5,1.2339
"G2",19,1.2408
"G2",19.5,1.2389
"G2",20,1.2321
"G2",20.5,1.24
"G2",21,1.2415
"G2",21.5,1.2371
"G2",22,1.242
"G2",22.5,1.239
"G2",23,1.24
"G2",23.5,1.2371
"G2",24,1.2424
"G3",0,0.0585
"G3",0.5,0.0616
"G3",1,0.0699
"G3",1.5,0.0729
"G3",2,0.0793
"G3",2.5,0.0902
"G3",3,0.1081
"G3",3.5,0.1207
"G3",4,0.1509
"G3",4.5,0.1769
"G3",5,0.2192
"G3",5.5,0.2655
"G3",6,0.3338
"G3",6.5,0.3996
"G3",7,0.4769
"G3",7.5,0.5644
"G3",8,0.6552
"G3",8.5,0.7361
"G3",9,0.824
"G3",9.5,0.9073
"G3",10,0.9728
"G3",10.5,1.0344
"G3",11,1.0833
"G3",11.5,1.1215
"G3",12,1.158
"G3",12.5,1.1769
"G3",13,1.1952
"G3",13.5,1.2116
"G3",14,1.2209
"G3",14.5,1.2238
"G3",15,1.2348
"G3",15.5,1.2357
"G3",16,1.2434
"G3",16.5,1.2436
"G3",17,1.241
"G3",17.5,1.247
"G3",18,1.2492
"G3",18.5,1.2542
"G3",19,1.2526
"G3",19.5,1.2534
"G3",20,1.253
"G3",20.5,1.2443
"G3",21,1.2529
"G3",21.5,1.2546
"G3",22,1.248
"G3",22.5,1.2503
"G3",23,1.2484
"G3",23.5,1.2535
"G3",24,1.2524
"G4",0,0.0653
"G4",0.5,0.0612
"G4",1,0.0685
"G4",1.5,0.0801
"G4",2,0.0837
"G4",2.5,0.0941
"G4",3,0.1055
"G4",3.5,0.1247
"G4",4,0.1517
"G4",4.5,0.1842
"G4",5,0.2312
"G4",5.5,0.2749
"G4",6,0.3341
"G4",6.5,0.4111
"G4",7,0.4906
"G4",7.5,0.5789
"G4",8,0.6755
"G4",8.5,0.7666
"G4",9,0.8555
"G4",9.5,0.9323
"G4",10,1.0041
"G4",10.5,1.0652
"G4",11,1.1134
"G4",11.5,1.153
"G4",12,1.1899
"G4",12.5,1.2133
"G4",13,1.2332
"G4",13.5,1.2514
"G4",14,1.257
"G4",14.5,1.2733
"G4",15,1.2724
"G4",15.5,1.2808
"G4",16,1.2785
"G4",16.5,1.2854
"G4",17,1.2842
"G4",17.5,1.2857
"G4",18,1.2852
"G4",18.5,1.2897
"G4",19,1.2927
"G4",19.5,1.2903
"G4",20,1.2903
"G4",20.5,1.2901
"G4",21,1.2936
"G4",21.5,1.2948
"G4",22,1.2852
"G4",22.5,1.2903
"G4",23,1.2945
"G4",23.5,1.2966
"G4",24,1.2937
"G5",0,0.0611
"G5",0.5,0.0658
"G5",1,0.0638
"G5",1.5,0.074
"G5",2,0.0819
"G5",2.5,0.0893
"G5",3,0.1061
"G5",3.5,0.1228
"G5",4,0.1486
"G5",4.5,0.1805
"G5",5,0.2175
"G5",5.5,0.2688
"G5",6,0.3284
"G5",6.5,0.3966
"G5",7,0.4738
"G5",7.5,0.562
"G5",8,0.6425
"G5",8.5,0.7369
"G5",9,0.8253
"G5",9.5,0.8985
"G5",10,0.966
"G5",10.5,1.0253
"G5",11,1.0715
"G5",11.5,1.109
"G5",12,1.1411
"G5",12.5,1.1738
"G5",13,1.1915
"G5",13.5,1.2017
"G5",14,1.2044
"G5",14.5,1.2161
"G5",15,1.2203
"G5",15.5,1.2241
"G5",16,1.234
"G5",16.5,1.2328
"G5",17,1.2313
"G5",17.5,1.2404
"G5",18,1.2423
"G5",18.5,1.2389
"G5",19,1.2477
"G5",19.5,1.2423
"G5",20,1.2417
"G5",20.5,1.2425
"G5",21,1.2422
"G5",21.5,1.2434
"G5",22,1.2381
"G5",22.5,1.2437
"G5",23,1.2439
"G5",23.5,1.2489
"G5",24,1.2407
"G6",0,0.0598
"G6",0.5,0.0604
"G6",1,0.0698
"G6",1.5,0.0746
"G6",2,0.0794
"G6",2.5,0.0964
"G6",3,0.1105
"G6",3.5,0.1248
"G6",4,0.1596
"G6",4.5,0.1738
"G6",5,0.2251
"G6",5.5,0.2713
"G6",6,0.3332
"G6",6.5,0.3998
"G6",7,0.4819
"G6",7.5,0.9678
"G6",8,0.662
"G6",8.5,0.7528
"G6",9,0.8406
"G6",9.5,0.9193
"G6",10,0.9881
"G6",10.5,1.048
"G6",11,1.1034
"G6",11.5,1.1404
"G6",12,1.1693
"G6",12.5,1.1986
"G6",13,1.2145
"G6",13.5,1.2273
"G6",14,1.2355
"G6",14.5,1.2478
"G6",15,1.2545
"G6",15.5,1.2557
"G6",16,1.2581
"G6",16.5,1.2596
"G6",17,1.2629
"G6",17.5,1.2702
"G6",18,1.2694
"G6",18.5,1.266
"G6",19,1.2646
"G6",19.5,1.2615
"G6",20,1.2673
"G6",20.5,1.2718
"G6",21,1.2669
"G6",21.5,1.2716
"G6",22,1.276
"G6",22.5,1.2643
"G6",23,1.2705
"G6",23.5,1.268
"G6",24,1.2738
"G7",0,0.058
"G7",0.5,0.0643
"G7",1,0.0686
"G7",1.5,0.0694
"G7",2,0.0827
"G7",2.5,0.0905
"G7",3,0.1051
"G7",3.5,0.1282
"G7",4,0.1466
"G7",4.5,0.1863
"G7",5,0.2184
"G7",5.5,0.2687
"G7",6,0.3281
"G7",6.5,0.3967
"G7",7,0.4727
"G7",7.5,0.5624
"G7",8,0.656
"G7",8.5,0.7395
"G7",9,0.8219
"G7",9.5,0.9033
"G7",10,0.9717
"G7",10.5,1.0348
"G7",11,1.0772
"G7",11.5,1.1184
"G7",12,1.1535
"G7",12.5,1.1753
"G7",13,1.1969
"G7",13.5,1.2025
"G7",14,1.2161
"G7",14.5,1.2243
"G7",15,1.2322
"G7",15.5,1.2333
"G7",16,1.2387
"G7",16.5,1.2374
"G7",17,1.2467
"G7",17.5,1.245
"G7",18,1.248
"G7",18.5,1.2477
"G7",19,1.2504
"G7",19.5,1.2503
"G7",20,1.2439
"G7",20.5,1.2457
"G7",21,1.247
"G7",21.5,1.2443
"G7",22,1.2436
"G7",22.5,1.253
"G7",23,1.2498
"G7",23.5,1.2497
"G7",24,1.2492
"G8",0,0.0625
"G8",0.5,0.0618
"G8",1,0.0679
"G8",1.5,0.0763
"G8",2,0.0785
"G8",2.5,0.0915
"G8",3,0.1065
"G8",3.5,0.1216
"G8",4,0.1467
"G8",4.5,0.1775
"G8",5,0.2177
"G8",5.5,0.2639
"G8",6,0.3167
"G8",6.5,0.3864
"G8",7,0.4648
"G8",7.5,0.5407
"G8",8,0.633
"G8",8.5,0.7107
"G8",9,0.7946
"G8",9.5,0.8733
"G8",10,0.9344
"G8",10.5,0.9972
"G8",11,1.0368
"G8",11.5,1.0789
"G8",12,1.1083
"G8",12.5,1.1373
"G8",13,1.1492
"G8",13.5,1.1701
"G8",14,1.1742
"G8",14.5,1.1834
"G8",15,1.1878
"G8",15.5,1.1979
"G8",16,1.194
"G8",16.5,1.2026
"G8",17,1.2051
"G8",17.5,1.2024
"G8",18,1.2006
"G8",18.5,1.2075
"G8",19,1.2029
"G8",19.5,1.2036
"G8",20,1.2045
"G8",20.5,1.204
"G8",21,1.2119
"G8",21.5,1.2089
"G8",22,1.2082
"G8",22.5,1.2055
"G8",23,1.2104
"G8",23.5,1.2042
"G8",24,1.2067
"G9",0,0.0564
"G9",0.5,0.062
"G9",1,0.0677
"G9",1.5,0.0755
"G9",2,0.078
"G9",2.5,0.0931
"G9",3,0.1114
"G9",3.5,0.1288
"G9",4,0.1525
"G9",4.5,0.1862
"G9",5,0.2236
"G9",5.5,0.2764
"G9",6,0.3341
"G9",6.5,0.414
"G9",7,0.4917
"G9",7.5,0.5799
"G9",8,0.6658
"G9",8.5,0.7609
"G9",9,0.8532
"G9",9.5,0.933
"G9",10,1.0082
"G9",10.5,1.07
"G9",11,1.114
"G9",11.5,1.1575
"G9",12,1.1959
"G9",12.5,1.2175
"G9",13,1.2378
"G9",13.5,1.2471
"G9",14,1.2637
"G9",14.5,1.2641
"G9",15,1.2745
"G9",15.5,1.2783
"G9",16,1.288
"G9",16.5,1.2852
"G9",17,1.2871
"G9",17.5,1.2875
"G9",18,1.291
"G9",18.5,1.293
"G9",19,1.2874
"G9",19.5,1.2922
"G9",20,1.2974
"G9",20.5,1.2918
"G9",21,1.2907
"G9",21.5,1.2952
"G9",22,1.2953
"G9",22.5,1.2893
"G9",23,1.2988
"G9",23.5,1.2943
"G9",24,1.2989
"G10",0,0.0564
"G10",0.5,0.0601
"G10",1,0.0664
"G10",1.5,0.0721
"G10",2,0.08
"G10",2.5,0.0924
"G10",3,0.1066
"G10",3.5,0.1174
"G10",4,0.1491
"G10",4.5,0.1803
"G10",5,0.2119
"G10",5.5,0.2554
"G10",6,0.3129
"G10",6.5,0.3787
"G10",7,0.4609
"G10",7.5,0.5443
"G10",8,0.633
"G10",8.5,0.7157
"G10",9,0.7999
"G10",9.5,0.871
"G10",10,0.9363
"G10",10.5,0.9968
"G10",11,1.044
"G10",11.5,1.0747
"G10",12,1.1137
"G10",12.5,1.1324
"G10",13,1.1519
"G10",13.5,1.1629
"G10",14,1.1782
"G10",14.5,1.183
"G10",15,1.1858
"G10",15.5,1.1953
"G10",16,1.1927
"G10",16.5,1.1995
"G10",17,1.202
"G10",17.5,1.2114
"G10",18,1.2058
"G10",18.5,1.2012
"G10",19,1.2067
"G10",19.5,1.2057
"G10",20,1.2069
"G10",20.5,1.2016
"G10",21,1.2117
"G10",21.5,1.2084
"G10",22,1.2057
"G10",22.5,1.2008
"G10",23,1.2082
"G10",23.5,1.2028
"G10",24,1.2035
"G11",0,0.0593
"G11",0.5,0.0663
"G11",1,0.0672
"G11",1.5,0.0755
"G11",2,0.083
"G11",2.5,0.0971
"G11",3,0.108
"G11",3.5,0.1247
"G11",4,0.1606
"G11",4.5,0.1799
"G11",5,0.2244
"G11",5.5,0.2709
"G11",6,0.3351
"G11",6.5,0.4064
"G11",7,0.4872
"G11",7.5,0.5654
"G11",8,0.6655
"G11",8.5,0.7602
"G11",9,0.8399
"G11",9.5,0.9173
"G11",10,0.9875
"G11",10.5,1.0476
"G11",11,1.103
"G11",11.5,1.1421
"G11",12,1.1652
"G11",12.5,1.2018
"G11",13,1.2187
"G11",13.5,1.2286
"G11",14,1.2465
"G11",14.5,1.2511
"G11",15,1.2519
"G11",15.5,1.2597
"G11",16,1.2644
"G11",16.5,1.2647
"G11",17,1.2628
"G11",17.5,1.2677
"G11",18,1.2676
"G11",18.5,1.2725
"G11",19,1.2733
"G11",19.5,1.272
"G11",20,1.2774
"G11",20.5,1.273
"G11",21,1.2763
"G11",21.5,1.2754
"G11",22,1.2769
"G11",22.5,1.2763
"G11",23,1.274
"G11",23.5,1.2719
"G11",24,1.2746
"G12",0,0.0541
"G12",0.5,0.0464
"G12",1,0.0551
"G12",1.5,0.0642
"G12",2,0.0701
"G12",2.5,0.0786
"G12",3,0.0853
"G12",3.5,0.1039
"G12",4,0.1192
"G12",4.5,0.1504
"G12",5,0.1802
"G12",5.5,0.2192
"G12",6,0.2718
"G12",6.5,0.3329
"G12",7,0.3888
"G12",7.5,0.461
"G12",8,0.5363
"G12",8.5,0.6086
"G12",9,0.6781
"G12",9.5,0.7469
"G12",10,0.7997
"G12",10.5,0.8503
"G12",11,0.8934
"G12",11.5,0.9242
"G12",12,0.9448
"G12",12.5,0.9722
"G12",13,0.9856
"G12",13.5,0.9965
"G12",14,1.0045
"G12",14.5,1.0093
"G12",15,1.0144
"G12",15.5,1.0178
"G12",16,1.0195
"G12",16.5,1.0265
"G12",17,1.0232
"G12",17.5,1.0289
"G12",18,1.0265
"G12",18.5,1.0315
"G12",19,1.0324
"G12",19.5,1.0302
"G12",20,1.0314
"G12",20.5,1.0313
"G12",21,1.0271
"G12",21.5,1.0329
"G12",22,1.0329
"G12",22.5,1.0286
"G12",23,1.0284
"G12",23.5,1.0319
"G12",24,1.0283
"H1",0,0.0476
"H1",0.5,0.0551
"H1",1,0.0605
"H1",1.5,0.0597
"H1",2,0.0673
"H1",2.5,0.0806
"H1",3,0.0904
"H1",3.5,0.1055
"H1",4,0.1286
"H1",4.5,0.1556
"H1",5,0.1863
"H1",5.5,0.2251
"H1",6,0.2815
"H1",6.5,0.3415
"H1",7,0.4071
"H1",7.5,0.4767
"H1",8,0.5571
"H1",8.5,0.6332
"H1",9,0.7054
"H1",9.5,0.7747
"H1",10,0.8341
"H1",10.5,0.8796
"H1",11,0.9186
"H1",11.5,0.9536
"H1",12,0.9829
"H1",12.5,1.0097
"H1",13,1.0192
"H1",13.5,1.0299
"H1",14,1.0438
"H1",14.5,1.0514
"H1",15,1.056
"H1",15.5,1.0536
"H1",16,1.0586
"H1",16.5,1.0641
"H1",17,1.0604
"H1",17.5,1.0656
"H1",18,1.0651
"H1",18.5,1.0702
"H1",19,1.067
"H1",19.5,1.0657
"H1",20,1.0668
"H1",20.5,1.0684
"H1",21,1.07
"H1",21.5,1.0736
"H1",22,1.0689
"H1",22.5,1.0656
"H1",23,1.0776
"H1",23.5,1.0703
"H1",24,1.0693
"H2",0,0.046
"H2",0.5,0.0505
"H2",1,0.056
"H2",1.5,0.0642
"H2",2,0.0663
"H2",2.5,0.0818
"H2",3,0.096
"H2",3.5,0.1084
"H2",4,0.1339
"H2",4.5,0.1617
"H2",5,0.1943
"H2",5.5,0.2368
"H2",6,0.2897
"H2",6.5,0.347
"H2",7,0.4231
"H2",7.5,0.4987
"H2",8,0.5772
"H2",8.5,0.6503
"H2",9,0.7342
"H2",9.5,0.8047
"H2",10,0.8627
"H2",10.5,0.92
"H2",11,0.9623
"H2",11.5,0.9928
"H2",12,1.0212
"H2",12.5,1.0447
"H2",13,1.0593
"H2",13.5,1.0719
"H2",14,1.0876
"H2",14.5,1.0884
"H2",15,1.0975
"H2",15.5,1.0969
"H2",16,1.1039
"H2",16.5,1.1076
"H2",17,1.1106
"H2",17.5,1.1062
"H2",18,1.1081
"H2",18.5,1.1129
"H2",19,1.1127
"H2",19.5,1.1108
"H2",20,1.1119
"H2",20.5,1.1108
"H2",21,1.114
"H2",21.5,1.1132
"H2",22,1.1121
"H2",22.5,1.1103
"H2",23,1.1132
"H2",23.5,1.1118
"H2",24,1.1078
"H3",0,0.0466
"H3",0.5,0.0498
"H3",1,0.0593
"H3",1.5,0.0618
"H3",2,0.0677
"H3",2.5,0.0793
"H3",3,0.0881
"H3",3.5,0.1082
"H3",4,0.1267
"H3",4.5,0.1473
"H3",5,0.1837
"H3",5.5,0.2196
"H3",6,0.2726
"H3",6.5,0.3273
"H3",7,0.3902
"H3",7.5,0.4621
"H3",8,0.5352
"H3",8.5,0.6084
"H3",9,0.6838
"H3",9.5,0.7402
"H3",10,0.8022
"H3",10.5,0.8485
"H3",11,0.8882
"H3",11.5,0.9225
"H3",12,0.9448
"H3",12.5,0.97
"H3",13,0.9827
"H3",13.5,0.9926
"H3",14,1.0089
"H3",14.5,1.0073
"H3",15,1.0133
"H3",15.5,1.0172
"H3",16,1.015
"H3",16.5,1.0253
"H3",17,1.022
"H3",17.5,1.0254
"H3",18,1.0275
"H3",18.5,1.0271
"H3",19,1.0295
"H3",19.5,1.0297
"H3",20,1.0296
"H3",20.5,1.0264
"H3",21,1.0298
"H3",21.5,1.0239
"H3",22,1.0261
"H3",22.5,1.0293
"H3",23,1.0285
"H3",23.5,1.0272
"H3",24,1.0321
"H4",0,0.0527
"H4",0.5,0.0534
"H4",1,0.0596
"H4",1.5,0.0627
"H4",2,0.0694
"H4",2.5,0.0775
"H4",3,0.0899
"H4",3.5,0.1054
"H4",4,0.1248
"H4",4.5,0.1507
"H4",5,0.1858
"H4",5.5,0.2235
"H4",6,0.2707
"H4",6.5,0.3299
"H4",7,0.3918
"H4",7.5,0.4703
"H4",8,0.5464
"H4",8.5,0.614
"H4",9,0.685
"H4",9.5,0.7474
"H4",10,0.808
"H4",10.5,0.8585
"H4",11,0.8984
"H4",11.5,0.9289
"H4",12,0.958
"H4",12.5,0.9794
"H4",13,0.9895
"H4",13.5,1.0032
"H4",14,1.014
"H4",14.5,1.017
"H4",15,1.0232
"H4",15.5,1.0238
"H4",16,1.0272
"H4",16.5,1.0254
"H4",17,1.0313
"H4",17.5,1.0329
"H4",18,1.0378
"H4",18.5,1.0329
"H4",19,1.036
"H4",19.5,1.0355
"H4",20,1.0358
"H4",20.5,1.0373
"H4",21,1.0409
"H4",21.5,1.0343
"H4",22,1.039
"H4",22.5,1.0356
"H4",23,1.0345
"H4",23.5,1.0396
"H4",24,1.0342
"H5",0,0.0464
"H5",0.5,0.0575
"H5",1,0.0589
"H5",1.5,0.0585
"H5",2,0.0702
"H5",2.5,0.0809
"H5",3,0.0921
"H5",3.5,0.1038
"H5",4,0.1208
"H5",4.5,0.1494
"H5",5,0.1814
"H5",5.5,0.2231
"H5",6,0.2739
"H5",6.5,0.3293
"H5",7,0.391
"H5",7.5,0.4623
"H5",8,0.5385
"H5",8.5,0.6111
"H5",9,0.6813
"H5",9.5,0.7402
"H5",10,0.8003
"H5",10.5,0.8495
"H5",11,0.8932
"H5",11.5,0.9249
"H5",12,0.9445
"H5",12.5,0.9678
"H5",13,0.982
"H5",13.5,0.994
"H5",14,0.9999
"H5",14.5,1.0074
"H5",15,1.0182
"H5",15.5,1.0191
"H5",16,1.0191
"H5",16.5,1.0184
"H5",17,1.0237
"H5",17.5,1.0281
"H5",18,1.0286
"H5",18.5,1.0245
"H5",19,1.0302
"H5",19.5,1.027
"H5",20,1.0282
"H5",20.5,1.0273
"H5",21,1.0296
"H5",21.5,1.0239
"H5",22,1.0312
"H5",22.5,1.0323
"H5",23,1.0323
"H5",23.5,1.0246
"H5",24,1.0256
"H6",0,0.0495
"H6",0.5,0.0527
"H6",1,0.0562
"H6",1.5,0.058
"H6",2,0.0687
"H6",2.5,0.0806
"H6",3,0.0958
"H6",3.5,0.1042
"H6",4,0.1253
"H6",4.5,0.1534
"H6",5,0.1841
"H6",5.5,0.2238
"H6",6,0.2735
"H6",6.5,0.3326
"H6",7,0.3917
"H6",7.5,0.4671
"H6",8,0.5436
"H6",8.5,0.6191
"H6",9,0.6866
"H6",9.5,0.753
"H6",10,0.8079
"H6",10.5,0.8625
"H6",11,0.9036
"H6",11.5,0.9346
"H6",12,0.9608
"H6",12.5,0.9746
"H6",13,1.0001
"H6",13.5,1.0076
"H6",14,1.0159
"H6",14.5,1.0242
"H6",15,1.0308
"H6",15.5,1.037
"H6",16,1.0369
"H6",16.5,1.0351
"H6",17,1.0393
"H6",17.5,1.041
"H6",18,1.042
"H6",18.5,1.0447
"H6",19,1.0425
"H6",19.5,1.041
"H6",20,1.0468
"H6",20.5,1.0505
"H6",21,1.0429
"H6",21.5,1.0461
"H6",22,1.0466
"H6",22.5,1.0462
"H6",23,1.0429
"H6",23.5,1.0456
"H6",24,1.0471
"H7",0,0.0522
"H7",0.5,0.0537
"H7",1,0.0614
"H7",1.5,0.0624
"H7",2,0.0714
"H7",2.5,0.0776
"H7",3,0.0945
"H7",3.5,0.109
"H7",4,0.1267
"H7",4.5,0.1594
"H7",5,0.1953
"H7",5.5,0.2396
"H7",6,0.2916
"H7",6.5,0.3519
"H7",7,0.4251
"H7",7.5,0.5024
"H7",8,0.5745
"H7",8.5,0.6588
"H7",9,0.7344
"H7",9.5,0.7976
"H7",10,0.8669
"H7",10.5,0.9171
"H7",11,0.9622
"H7",11.5,0.9964
"H7",12,1.0245
"H7",12.5,1.0421
"H7",13,1.0593
"H7",13.5,1.0729
"H7",14,1.0841
"H7",14.5,1.0939
"H7",15,1.0965
"H7",15.5,1.1031
"H7",16,1.1026
"H7",16.5,1.1108
"H7",17,1.1085
"H7",17.5,1.109
"H7",18,1.1134
"H7",18.5,1.1101
"H7",19,1.113
"H7",19.5,1.1078
"H7",20,1.1102
"H7",20.5,1.1075
"H7",21,1.1115
"H7",21.5,1.1139
"H7",22,1.1123
"H7",22.5,1.1113
"H7",23,1.1156
"H7",23.5,1.1111
"H7",24,1.1151
"H8",0,0.054
"H8",0.5,0.0578
"H8",1,0.0549
"H8",1.5,0.0599
"H8",2,0.069
"H8",2.5,0.0794
"H8",3,0.0922
"H8",3.5,0.1102
"H8",4,0.1266
"H8",4.5,0.1568
"H8",5,0.1887
"H8",5.5,0.231
"H8",6,0.2851
"H8",6.5,0.344
"H8",7,0.4135
"H8",7.5,0.4838
"H8",8,0.5637
"H8",8.5,0.6406
"H8",9,0.7179
"H8",9.5,0.7832
"H8",10,0.8412
"H8",10.5,0.8962
"H8",11,0.938
"H8",11.5,0.9729
"H8",12,0.9982
"H8",12.5,1.0167
"H8",13,1.0313
"H8",13.5,1.0502
"H8",14,1.0591
"H8",14.5,1.0639
"H8",15,1.063
"H8",15.5,1.0728
"H8",16,1.0781
"H8",16.5,1.0769
"H8",17,1.0806
"H8",17.5,1.0784
"H8",18,1.0832
"H8",18.5,1.0792
"H8",19,1.0816
"H8",19.5,1.0866
"H8",20,1.0831
"H8",20.5,1.0875
"H8",21,1.085
"H8",21.5,1.0873
"H8",22,1.0841
"H8",22.5,1.086
"H8",23,1.0857
"H8",23.5,1.0834
"H8",24,1.0885
"H9",0,0.0568
"H9",0.5,0.0532
"H9",1,0.0635
"H9",1.5,0.0621
"H9",2,0.0699
"H9",2.5,0.0803
"H9",3,0.0949
"H9",3.5,0.1143
"H9",4,0.1319
"H9",4.5,0.156
"H9",5,0.1902
"H9",5.5,0.2358
"H9",6,0.2836
"H9",6.5,0.3451
"H9",7,0.4153
"H9",7.5,0.4868
"H9",8,0.5716
"H9",8.5,0.6474
"H9",9,0.7187
"H9",9.5,0.7884
"H9",10,0.8501
"H9",10.5,0.9019
"H9",11,0.9466
"H9",11.5,0.9812
"H9",12,1.0072
"H9",12.5,1.0254
"H9",13,1.0453
"H9",13.5,1.0555
"H9",14,1.065
"H9",14.5,1.071
"H9",15,1.0827
"H9",15.5,1.0815
"H9",16,1.0903
"H9",16.5,1.0819
"H9",17,1.0904
"H9",17.5,1.093
"H9",18,1.0933
"H9",18.5,1.093
"H9",19,1.0868
"H9",19.5,1.0938
"H9",20,1.0959
"H9",20.5,1.0964
"H9",21,1.0922
"H9",21.5,1.0946
"H9",22,1.0919
"H9",22.5,1.0939
"H9",23,1.0933
"H9",23.5,1.093
"H9",24,1.0957
"H10",0,0.0549
"H10",0.5,0.0536
"H10",1,0.0594
"H10",1.5,0.0614
"H10",2,0.0739
"H10",2.5,0.0834
"H10",3,0.0941
"H10",3.5,0.1104
"H10",4,0.1303
"H10",4.5,0.1576
"H10",5,0.1922
"H10",5.5,0.2329
"H10",6,0.2832
"H10",6.5,0.3441
"H10",7,0.4145
"H10",7.5,0.4867
"H10",8,0.5606
"H10",8.5,0.6453
"H10",9,0.7185
"H10",9.5,0.7845
"H10",10,0.8458
"H10",10.5,0.8988
"H10",11,0.9444
"H10",11.5,0.9772
"H10",12,1
"H10",12.5,1.029
"H10",13,1.0423
"H10",13.5,1.0526
"H10",14,1.0617
"H10",14.5,1.0666
"H10",15,1.0745
"H10",15.5,1.0788
"H10",16,1.0797
"H10",16.5,1.0834
"H10",17,1.0817
"H10",17.5,1.0881
"H10",18,1.0858
"H10",18.5,1.082
"H10",19,1.086
"H10",19.5,1.0882
"H10",20,1.0894
"H10",20.5,1.0851
"H10",21,1.0883
"H10",21.5,1.088
"H10",22,1.0871
"H10",22.5,1.086
"H10",23,1.085
"H10",23.5,1.0891
"H10",24,1.0857
"H11",0,0.0485
"H11",0.5,0.0532
"H11",1,0.0537
"H11",1.5,0.0605
"H11",2,0.0665
"H11",2.5,0.0805
"H11",3,0.0936
"H11",3.5,0.1019
"H11",4,0.1241
"H11",4.5,0.1476
"H11",5,0.1867
"H11",5.5,0.224
"H11",6,0.2718
"H11",6.5,0.3309
"H11",7,0.3919
"H11",7.5,0.4642
"H11",8,0.5376
"H11",8.5,0.6102
"H11",9,0.679
"H11",9.5,0.7461
"H11",10,0.8077
"H11",10.5,0.8558
"H11",11,0.8961
"H11",11.5,0.9289
"H11",12,0.9477
"H11",12.5,0.9691
"H11",13,0.9853
"H11",13.5,0.9993
"H11",14,1.0045
"H11",14.5,1.0142
"H11",15,1.0134
"H11",15.5,1.0218
"H11",16,1.0222
"H11",16.5,1.0251
"H11",17,1.0263
"H11",17.5,1.0316
"H11",18,1.0284
"H11",18.5,1.0333
"H11",19,1.0315
"H11",19.5,1.0335
"H11",20,1.031
"H11",20.5,1.0322
"H11",21,1.0319
"H11",21.5,1.0325
"H11",22,1.033
"H11",22.5,1.0359
"H11",23,1.031
"H11",23.5,1.0317
"H11",24,1.0302
"H12",0,0.0494
"H12",0.5,0.057
"H12",1,0.0567
"H12",1.5,0.0673
"H12",2,0.0701
"H12",2.5,0.0766
"H12",3,0.0927
"H12",3.5,0.1108
"H12",4,0.1265
"H12",4.5,0.1527
"H12",5,0.1899
"H12",5.5,0.2265
"H12",6,0.2811
"H12",6.5,0.34
"H12",7,0.4107
"H12",7.5,0.478
"H12",8,0.5558
"H12",8.5,0.636
"H12",9,0.708
"H12",9.5,0.7788
"H12",10,0.8367
"H12",10.5,0.8867
"H12",11,0.9338
"H12",11.5,0.9587
"H12",12,0.9969
"H12",12.5,1.0123
"H12",13,1.0259
"H12",13.5,1.0372
"H12",14,1.0466
"H12",14.5,1.0581
"H12",15,1.0641
"H12",15.5,1.0637
"H12",16,1.0712
"H12",16.5,1.0711
"H12",17,1.0706
"H12",17.5,1.0768
"H12",18,1.0762
"H12",18.5,1.0718
"H12",19,1.0776
"H12",19.5,1.0792
"H12",20,1.0755
"H12",20.5,1.0747
"H12",21,1.0784
"H12",21.5,1.0804
"H12",22,1.0754
"H12",22.5,1.0778
"H12",23,1.0813
"H12",23.5,1.0761
"H12",24,1.0758
